V1
P32797	219
P38960	219
Q07921	219
P22336	269
P26754	269
P26755	269
P32605	40
P33203	40
P39682	40
P40018	40
P40204	40
P43321	40
P53207	40
P54999	40
Q00539	40
Q00916	40
Q02260	40
Q03776	40
Q03782	40
Q05900	40
Q06217	40
Q07508	40
Q12330	40
P38203	40
P40070	40
P40089	40
P47093	40
P49960	40
P53905	40
P57743	40
Q06406	40
P19735	40
P20053	40
P23394	40
P32639	40
P33334	40
P36048	40
P38282	40
P39990	22
P43589	40
P49704	40
Q00723	40
Q03338	40
Q06819	40
Q12368	40
Q12420	40
P0C074	40
P19736	40
P32524	40
P40565	40
P40567	40
P46947	40
P49955	40
P53830	40
Q02554	40
Q04693	40
Q06835	40
Q07350	40
Q07930	40
Q08963	40
Q99181	40
P38852	40
P32357	40
P27637	30
P38853	30
P50090	30
P47017	40
P25644	40
P32479	277
P32480	277
P47171	277
Q01448	277
P36112	211
P38341	211
P43594	211
P50087	211
P50945	211
Q96VH5	211
P26449	36
P41695	36
P32266	166
P38297	166
Q03327	166
P35196	58
Q12063	58
Q03175	58
P06782	75
P12904	75
Q04739	75
P32578	75
Q06132	22
Q12099	22
P25569	318
P38263	318
P40208	318
P40492	318
P40547	318
P53076	318
Q12508	318
P38857	64
P53157	64
P53311	64
P25574	151
P36039	151
P40540	151
P47133	151
P53073	151
Q12431	151
P38149	186
P53871	186
P00546	29
P24868	29
P24870	29
P24871	29
P32943	29
P20438	29
P20486	29
P43601	44
P53855	44
P07253	174
P21560	174
P40558	268
P52920	268
P36152	96
Q12181	96
P25374	179
Q6Q560	179
P36024	20
P36076	20
Q08438	20
P40506	20
P53332	20
Q03941	20
Q06410	319
Q12092	319
Q12421	319
P33893	245
P53260	245
Q03557	245
P38138	167
Q04924	167
P53738	50
Q03920	50
P38251	81
P38629	81
P40339	81
P40348	81
Q12050	81
P02994	78
P32471	78
P36008	78
P32521	45
P32790	45
P39013	45
P09064	116
P20459	116
P32481	116
P09032	128
P12754	128
P14741	128
P32501	128
P32502	128
P07260	77
P10081	77
P39935	77
P39936	77
P05453	163
P12385	163
P32769	247
P33309	247
P23644	188
P33448	188
P49334	188
P53507	188
P80967	188
P07213	188
P35180	188
P35181	85
P36000	85
Q00776	85
Q12028	85
P38700	85
P27351	175
P38065	175
Q00381	175
Q99186	175
P38153	146
P46682	146
P47064	146
Q08951	146
P06244	182
P07278	182
P06245	182
P38630	81
P33895	251
P40014	251
P40460	251
Q04477	251
P16861	220
P16862	220
P28241	241
P28834	241
P21801	311
P33421	311
P37298	311
Q00711	311
P00127	97
P00128	97
P00163	97
P07143	97
P07256	97
P07257	97
P08067	97
P08525	97
P22289	97
P37299	97
P13712	201
Q04199	201
Q12495	201
P05986	182
P13574	79
Q03063	79
Q03373	79
P18412	79
P03965	236
P07258	236
O13297	130
Q01159	130
P15790	185
P19454	185
P38930	185
P43639	185
P31688	80
P38426	80
Q00764	80
P38427	80
P23287	70
P25296	70
P14747	70
P25359	312
P38792	312
P46948	312
P48240	312
P53256	312
P53859	312
Q05636	312
Q08162	312
Q08285	312
Q12149	312
Q12277	312
P32381	306
P33204	306
P38328	306
P40518	306
P47117	306
P53731	306
Q05933	306
P32494	4
Q02336	4
Q03330	4
Q12433	4
P20424	178
P29478	178
P32342	178
P38687	178
P38688	178
P38985	178
P38144	46
Q04213	46
Q12072	46
P43596	46
P06844	4
P25554	4
P32657	4
P35177	4
P38129	4
P38811	4
P38915	4
P50102	4
P50875	4
P53040	4
P53165	4
Q03067	4
Q03761	4
Q05027	4
Q12030	4
Q12060	4
Q6WNK7	4
P32608	4
P0CY08	31
P0CY11	31
P11746	35
P0CY06	35
P08678	259
P17555	259
P40366	11
P53125	11
Q04603	11
Q08773	11
P15646	22
Q12460	22
Q12499	22
P28007	187
P32495	187
P33322	187
Q6Q547	187
P09798	47
P14724	47
P16522	47
P38042	47
P40577	47
P53068	47
P53886	47
Q04601	47
Q08683	47
Q12107	47
Q12157	47
Q12379	47
Q12440	47
P26309	47
P53197	47
P50082	47
P32833	33
P38826	33
P50874	33
P54784	33
P54790	33
P54791	33
P25368	185
P53254	185
P39520	185
P40963	147
Q04003	147
Q99314	147
Q12463	50
P38874	127
P42935	127
Q02884	127
Q02908	127
Q04868	127
Q06706	127
P32916	176
P36057	176
P23059	260
Q02197	260
Q03503	260
Q06504	232
Q12387	232
P07347	184
P12945	184
Q08689	184
P40046	252
P43585	252
P47075	252
Q02725	252
P41912	183
Q06551	183
P32607	227
P38165	227
P32617	18
P35189	18
P40060	18
P40154	18
P43579	18
P53115	18
P53946	18
P60010	18
P80428	18
Q03435	18
Q03940	18
Q08561	18
Q12345	18
Q12386	18
Q12464	18
P06243	203
P32325	203
P38993	279
P40088	279
P38310	223
P43561	223
P25604	226
P42939	226
Q02767	226
Q99176	226
P09959	54
P25302	54
P39678	54
P40056	213
P53192	213
Q12154	213
P40957	36
P40958	36
P47074	36
P26448	215
P47113	215
P11433	10
P18851	10
P18852	10
P21268	10
P36132	180
P46984	180
P53323	180
Q03705	180
Q3E833	180
P32389	76
P40573	76
Q03081	76
Q12041	76
P17106	76
P25656	221
P39524	221
P32660	56
P42838	56
Q12675	56
P53740	200
Q12674	200
P38116	214
P40527	214
P48563	214
Q03921	214
P25336	69
P25847	69
Q03834	69
P39720	92
P52960	92
P36104	16
P38123	204
P38337	204
P38827	204
P39706	204
P43132	204
Q03012	204
Q03323	204
P17883	197
P35207	197
Q02793	197
P35734	148
P36131	148
P36162	148
P53168	148
P53267	148
P69850	148
P69851	148
P69852	148
Q03954	148
Q12248	148
P04387	51
P13045	51
P04385	51
P04386	51
P39727	225
Q04651	225
P25627	50
P49957	50
P29468	16
P32598	16
P35728	16
P39927	16
P42073	16
P42841	16
P45976	16
P53538	16
Q01329	16
Q06102	16
Q06224	16
Q06632	16
Q08553	16
Q12102	16
Q02821	152
Q06142	152
P13099	155
P35187	155
Q02685	155
P14284	95
P38927	95
P02309	38
P38204	38
P53437	38
P61830	38
Q02983	38
Q08747	38
P09938	171
P21524	171
P49723	171
P21672	171
Q04410	237
Q12191	237
P40073	34
P53901	34
Q05080	34
Q07533	34
P13393	4
P32333	4
P34232	181
Q99257	181
P29056	4
P46678	4
P41895	18
P41896	18
P09547	24
P18480	24
P18888	24
P22082	24
P32591	24
P38956	24
P43554	24
P53330	24
P53628	24
Q05123	24
Q12406	24
P05085	35
P07249	35
P07250	35
P35727	293
P40003	293
P48232	293
P53158	293
Q06071	293
Q06333	293
O13525	233
P27680	233
P41735	233
P49017	233
P53318	233
Q05779	233
P38265	5
P38907	5
P39731	5
P47167	5
Q06162	5
Q12262	5
Q12493	5
Q12748	5
P38850	2
P47050	2
Q06164	2
Q06211	2
Q08273	2
P07149	162
P19097	162
Q01454	2
Q06340	2
P36022	7
P40960	7
Q02647	7
Q04949	7
Q06151	143
Q12123	143
P40568	5
P47149	5
Q12143	5
P38313	140
P53298	140
Q02732	140
Q06675	140
P34252	124
P47027	124
P53135	124
P35732	317
P40352	317
P36096	249
Q08232	249
Q12015	249
Q12229	249
P06779	21
P31244	21
P53202	21
Q03071	21
P16140	89
P17255	89
P22203	89
P23968	89
P25515	89
P31412	89
