V1
P22336	46
P26754	46
P26755	46
P40018	19
P40204	19
P43321	19
P54999	19
Q02260	19
Q06217	19
Q12330	19
P38203	19
P40070	19
P40089	19
P47093	19
P53905	19
P57743	19
Q06406	19
P19735	19
P20053	19
P23394	19
P32639	19
P33334	19
P36048	19
P38282	19
P39990	34
P43589	19
P49704	19
Q00723	19
Q03338	19
Q06819	19
Q12368	19
Q12420	19
P19736	19
P32524	19
P40565	19
P40567	19
P46947	19
P49955	19
Q02554	19
Q04693	19
Q07350	19
Q08963	19
P47017	19
P25644	19
Q06132	34
Q12099	34
P36152	102
Q12181	102
P53738	20
Q03920	20
P02994	39
P32471	39
P36008	39
P32521	17
P32790	17
P39013	17
P09064	86
P20459	86
P32481	86
P07260	37
P10081	37
P39935	37
P39936	37
P23644	94
P33448	94
P49334	94
P53507	94
P80967	94
P07213	94
P35180	94
P06244	43
P07278	43
P06245	43
P16861	103
P16862	103
P28241	59
P28834	59
P00127	98
P00128	98
P00163	98
P07143	98
P07256	98
P07257	98
P08067	98
P08525	98
P22289	98
P37299	98
P05986	43
O13297	75
Q01159	75
P31688	38
P38426	38
Q00764	38
P38427	38
P23287	27
P25296	27
P14747	27
P32381	70
P33204	70
P38328	70
P40518	70
P47117	70
P53731	70
Q05933	70
P32494	35
Q02336	35
Q03330	35
P20424	83
P29478	83
P32342	83
P38687	83
P38688	83
P38985	83
P06844	35
P25554	35
P32657	35
P35177	35
P38129	35
P38811	35
P38915	35
P50102	35
P50875	35
P53040	35
P53165	35
Q03067	35
Q03761	35
Q05027	35
Q12030	35
Q12060	35
Q6WNK7	35
P32608	35
P08678	77
P17555	77
P15646	34
Q12460	34
Q12499	34
P28007	99
P32495	99
P33322	99
Q6Q547	99
Q12463	20
P32617	30
P35189	30
P40060	30
P40154	30
P43579	30
P53115	30
P53946	30
P60010	30
P80428	30
Q03435	30
Q03940	30
Q08561	30
Q12345	30
Q12386	30
Q12464	30
P40056	80
P53192	80
Q12154	80
P36132	78
P46984	78
P53323	78
Q03705	78
Q3E833	78
P36104	3
P25627	20
P49957	20
P29468	3
P32598	3
P35728	3
P39927	3
P42073	3
P42841	3
P45976	3
P53538	3
Q01329	3
Q06102	3
Q06224	3
Q06632	3
Q08553	3
Q12102	3
Q02821	74
Q06142	74
P02309	12
P38204	12
P53437	12
P61830	12
Q02983	12
Q08747	12
P09938	65
P21524	65
P49723	65
P21672	65
Q04410	61
Q12191	61
P40073	18
P53901	18
Q05080	18
Q07533	18
P13393	35
P09547	8
P18480	8
P18888	8
P22082	8
P32591	8
P38956	8
P43554	8
P53330	8
P53628	8
Q05123	8
Q12406	8
Q08273	32
P07149	84
P19097	84
Q02647	4
Q06151	42
Q12123	42
P35732	82
P40352	82
P06779	9
P31244	9
P53202	9
Q03071	9
P16140	40
P17255	40
P22203	40
P23968	40
P25515	40
P31412	40
P32366	40
P32610	40
P32842	40
P37296	40
P39111	40
P41807	40
P48836	40
Q3E7B6	40
P32563	40
P07261	7
P11938	7
Q01722	7
P36047	3
P43587	3
P09624	16
P39726	97
P48015	97
P49095	97
P02829	96
P0CE41	96
P10591	96
P10592	96
P15108	96
P25491	96
P25567	96
P0CT04	28
P22217	28
P22803	28
P16474	33
Q05787	33
Q99220	33
P17967	51
P38888	51
P19262	66
P19955	66
P20967	66
P19524	15
P25591	15
P39968	15
P38879	24
Q02642	24
P40314	24
Q00416	34
P32628	13
Q02890	13
P22216	49
P32447	49
P25694	29
P54860	13
P25343	69
P39743	69
P15303	10
P38810	10
P14832	1
P25357	1
P36124	1
P38262	1
P40480	1
P53096	1
P53685	1
Q12446	17
P53312	50
P53598	50
P23594	22
Q04372	14
Q12461	22
P23595	22
P46676	1
Q12192	1
P53741	55
Q01477	55
P06787	2
P32380	2
P33419	2
P36094	2
P53865	2
P34241	63
P47108	63
P53734	63
Q05942	63
Q08287	63
P0CS90	23
P32335	92
P39103	92
Q3E7B2	92
P02557	26
P09733	26
P09734	26
P08964	5
P53141	5
Q06580	5
Q04439	2
P36006	2
P32492	5
P05750	81
P05756	81
P05759	81
P25443	81
P26783	81
P38011	81
P38701	81
P48589	81
Q01855	81
P02406	93
P04650	93
P05317	93
P05747	93
P14120	93
P14126	93
P26321	93
P38061	93
P41805	93
P49167	93
P20448	34
P25586	34
P27476	34
P33201	34
P33750	34
P34078	34
P34247	34
P35194	34
P36009	34
P36144	34
P38333	34
P38712	34
P38719	34
P39985	34
P40055	34
P40079	34
P40498	34
P45818	34
P47077	34
P53131	34
P53251	34
P53317	34
P53335	34
P53743	34
P53914	34
Q03532	34
Q04217	34
Q04500	34
Q05022	34
Q05498	34
Q06106	34
Q06287	34
Q06344	34
Q06506	34
Q07623	34
Q08492	34
Q12136	34
Q12247	34
Q12339	34
Q12481	34
P02294	12
P04912	12
P02293	12
P04911	12
Q12692	12
P17891	48
P22137	48
Q12280	5
P40045	54
P40563	54
P14682	32
P52286	32
Q03899	32
Q12018	32
P14907	4
P20676	4
P32499	4
P32500	4
P34077	4
P35729	4
P36161	4
P38181	4
P39685	4
P39705	4
P40064	4
P40066	4
P40368	4
P40457	4
P40477	4
P46673	4
P47054	4
P48837	4
P49686	4
P52593	4
P52891	4
P53011	4
Q02199	4
Q02455	4
Q02629	4
Q02630	4
Q03790	4
Q04491	4
Q05166	4
Q12315	4
Q12445	4
P53550	44
Q12517	44
O74700	79
P32830	79
P47045	79
P87108	79
Q08749	79
Q12328	79
P32773	45
P32774	45
P14736	13
P21374	19
P24384	19
P25337	19
P28004	19
P28320	19
P32523	19
P38241	19
P38302	19
P40968	19
P52868	19
P53277	19
P53333	19
P53769	19
P53854	19
Q02521	19
Q02770	19
P32074	95
P40509	95
P41810	95
P41811	95
P43621	95
P53600	95
P53622	95
P25573	64
P32795	64
Q04472	64
P27692	85
P32914	85
P40096	87
Q92317	87
P14922	41
P16649	41
P07703	31
P10964	31
P20434	31
P20435	31
P20436	31
P22138	31
P22139	31
P28000	31
P32529	31
P40422	31
P46669	31
P47006	31
P50106	31
Q01080	31
P06700	6
P47035	6
Q00684	6
P40005	90
P46988	90
P48363	90
P52553	90
P53900	90
Q04493	90
P25342	56
P32457	56
P32458	56
P32468	56
Q07657	56
P14164	9
P25293	56
P53890	56
Q12263	56
P36122	89
P40955	89
Q05029	89
Q08754	89
Q12114	89
P15624	57
P15625	57
P32527	62
P38788	62
O13539	88
P17629	88
P33441	88
P53552	88
P53851	88
Q07478	88
Q12159	88
P33328	11
Q03322	11
Q04338	11
Q08144	11
P31109	11
P36015	11
Q12255	11
P31377	11
P32854	11
P32867	11
P40357	11
Q04359	11
P39926	11
P47128	30
P06701	6
P11978	6
P06780	21
P38631	21
P40989	21
P32897	23
P39515	23
P53220	23
Q02776	23
Q02889	23
P36147	23
P38523	23
P42949	23
Q01852	23
Q07914	23
P06103	47
P32497	47
P38249	47
P40217	47
Q04067	47
P53861	9
P31383	22
Q00362	22
P38903	22
P31539	91
P38276	91
Q12118	91
Q12125	91
Q12285	91
P53261	101
Q04660	101
Q12024	101
P20604	14
P40454	14
P25632	8
P32597	8
P32832	8
P38210	8
P38781	8
P43609	8
Q02206	8
Q03124	8
Q06168	8
Q06488	8
Q06639	8
Q07979	8
Q9URQ5	8
P53236	8
P20433	73
P34087	73
P25298	60
P25299	60
P39081	60
Q08685	60
Q99383	60
P32504	71
P35203	71
P40969	71
P00958	100
P46655	100
P46672	100
P29539	7
Q06208	7
P53201	30
P53930	30
P12612	52
P39076	52
P39077	52
P39078	52
P39079	52
P40413	52
P42943	52
P47079	52
O13563	72
O94742	72
P21242	72
P21243	72
P22141	72
P23638	72
P23639	72
P23724	72
P25043	72
P25451	72
P30656	72
P30657	72
P32379	72
P32496	72
P32565	72
P33297	72
P33298	72
P33299	72
P38624	72
P38764	72
P38886	72
P40016	72
P40302	72
P40303	72
P40327	72
P43588	72
P53549	72
Q01939	72
Q04062	72
Q06103	72
Q08723	72
Q12250	72
Q12377	72
P00445	68
P40202	68
P53299	67
P57744	67
P20606	10
P38968	10
P40482	10
P52490	53
P53152	53
P04051	31
P17890	31
P22276	31
P25441	31
P32349	31
P32910	31
P35718	31
P36121	31
P47076	31
Q04307	31
P04050	31
P08518	31
P16370	31
P27999	31
P38902	31
P29547	39
P39940	25
P48524	25
Q03758	25
P33755	29
P53044	29
P38428	76
Q02159	76
Q04952	21
P31382	36
P33775	36
P47190	36
P52867	36
Q04311	29
P38307	33
Q03714	33
Q04228	33
Q08109	33
P12695	16
P16387	16
P16451	16
P32473	16
P32558	58
Q04636	58
P38164	4
P38742	4
P39923	4
P47170	4
Q03897	4
Q08281	4
P07834	32
P24814	32
Q05930	32
Q04511	32
P47005	32
P39014	32
Q08496	32
Q06479	32
P38352	32
Q12347	32
Q04781	29
Q05468	29
Q12532	29
P00830	104
P00854	104
P00856	104
P05626	104
P07251	104
P09457	104
P21306	104
P30902	104
P38077	104
P61829	104
P81449	104
P81450	104
P81451	104
Q06405	104
Q12165	104
Q12233	104
Q12349	104
